
"ModelPeriodEmissions","UTOPIA","CO2",290.081549
"ModelPeriodEmissions","UTOPIA","NOX",170.895000

"ModelPeriodCostByRegion","UTOPIA",47180.514178

"AccumulatedAnnualDemand","UTOPIA","TX",5.200000,5.460000,5.720000,5.980000,6.240000,6.500000,6.760000,7.020000,7.280000,7.540000,7.800000,8.189000,8.578000,8.967000,9.356000,9.745000,10.134000,10.523000,10.912000,11.301000,11.690000

"DemandByTimeSlice","UTOPIA","RH","ID",3.024000,3.175200,3.326400,3.477600,3.628800,3.780000,3.931200,4.082400,4.233600,4.384800,4.536000,4.762800,4.989600,5.216400,5.443200,5.670000,5.896800,6.123600,6.350400,6.577200,6.804000
"DemandByTimeSlice","UTOPIA","RH","IN",1.512000,1.587600,1.663200,1.738800,1.814400,1.890000,1.965600,2.041200,2.116800,2.192400,2.268000,2.381400,2.494800,2.608200,2.721600,2.835000,2.948400,3.061800,3.175200,3.288600,3.402000
"DemandByTimeSlice","UTOPIA","RH","SD",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"DemandByTimeSlice","UTOPIA","RH","SN",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"DemandByTimeSlice","UTOPIA","RH","WD",13.776840,14.465682,15.154524,15.843366,16.532208,17.221050,17.909892,18.598734,19.287576,19.976418,20.665260,21.698523,22.731786,23.765049,24.798312,25.831575,26.864838,27.898101,28.931364,29.964627,30.997890
"DemandByTimeSlice","UTOPIA","RH","WN",6.887160,7.231518,7.575876,7.920234,8.264592,8.608950,8.953308,9.297666,9.642024,9.986382,10.330740,10.847277,11.363814,11.880351,12.396888,12.913425,13.429962,13.946499,14.463036,14.979573,15.496110
"DemandByTimeSlice","UTOPIA","RL","ID",0.840000,0.882000,0.924000,0.966000,1.008000,1.050000,1.092000,1.134000,1.176000,1.218000,1.260000,1.323000,1.386000,1.449000,1.512000,1.575000,1.638000,1.701000,1.764000,1.827000,1.890000
"DemandByTimeSlice","UTOPIA","RL","IN",0.280000,0.294000,0.308000,0.322000,0.336000,0.350000,0.364000,0.378000,0.392000,0.406000,0.420000,0.441000,0.462000,0.483000,0.504000,0.525000,0.546000,0.567000,0.588000,0.609000,0.630000
"DemandByTimeSlice","UTOPIA","RL","SD",0.840000,0.882000,0.924000,0.966000,1.008000,1.050000,1.092000,1.134000,1.176000,1.218000,1.260000,1.323000,1.386000,1.449000,1.512000,1.575000,1.638000,1.701000,1.764000,1.827000,1.890000
"DemandByTimeSlice","UTOPIA","RL","SN",0.280000,0.294000,0.308000,0.322000,0.336000,0.350000,0.364000,0.378000,0.392000,0.406000,0.420000,0.441000,0.462000,0.483000,0.504000,0.525000,0.546000,0.567000,0.588000,0.609000,0.630000
"DemandByTimeSlice","UTOPIA","RL","WD",2.800000,2.940000,3.080000,3.220000,3.360000,3.500000,3.640000,3.780000,3.920000,4.060000,4.200000,4.410000,4.620000,4.830000,5.040000,5.250000,5.460000,5.670000,5.880000,6.090000,6.300000
"DemandByTimeSlice","UTOPIA","RL","WN",0.560000,0.588000,0.616000,0.644000,0.672000,0.700000,0.728000,0.756000,0.784000,0.812000,0.840000,0.882000,0.924000,0.966000,1.008000,1.050000,1.092000,1.134000,1.176000,1.218000,1.260000

"FuelProductionByTimeSlice","UTOPIA","DSL","ID",6.043160,1.809819,1.896477,1.983135,2.069793,2.156451,2.243109,2.329767,2.416425,2.503083,2.589741,2.719395,2.849048,2.978702,3.108356,3.238009,3.367663,3.497317,3.626971,3.756624,3.886278
"FuelProductionByTimeSlice","UTOPIA","DSL","IN",3.021838,0.905181,0.948523,0.991865,1.035207,1.078549,1.121891,1.272324,1.443666,1.615008,1.766072,1.960262,2.217108,2.473955,2.730801,2.987647,3.244493,3.501340,3.758186,4.015032,4.253426
"FuelProductionByTimeSlice","UTOPIA","DSL","SD",0.861839,0.905181,0.948523,0.991865,1.035207,1.078549,1.121891,1.165233,1.208575,1.251917,1.295259,1.360105,1.424952,1.489798,1.554644,1.619490,1.684337,1.749183,1.814029,1.878876,1.943722
"FuelProductionByTimeSlice","UTOPIA","DSL","SN",0.430661,0.452319,0.473977,0.495635,0.517293,0.538951,0.560609,0.582267,0.603925,0.625583,0.647241,0.679645,0.712048,0.744452,0.776856,0.809259,0.841663,0.874067,0.906471,0.938874,0.971278
"FuelProductionByTimeSlice","UTOPIA","DSL","WD",22.237891,24.949619,26.094110,27.301234,28.445724,29.642475,30.751963,32.237093,33.722644,35.208196,36.619013,38.638905,40.770639,42.902373,45.034107,47.165841,49.297575,51.429309,53.561042,55.692776,57.791573
"FuelProductionByTimeSlice","UTOPIA","DSL","WN",10.269458,9.969972,10.523570,11.067035,11.620633,12.174231,12.717696,13.271193,13.824791,14.378389,14.921854,15.720858,16.551171,17.381485,18.211798,19.042112,19.872425,20.702739,21.533052,22.410330,23.301923
"FuelProductionByTimeSlice","UTOPIA","ELC","ID",0.840000,4.057200,4.250400,4.443600,4.636800,4.830000,5.023200,5.216400,5.409600,5.602800,5.796000,6.085800,6.375600,6.665400,6.955200,7.245000,7.534800,7.824600,8.114400,8.404200,8.694000
"FuelProductionByTimeSlice","UTOPIA","ELC","IN",0.280000,1.881600,1.971200,2.060800,2.150400,2.240000,2.329600,2.344237,2.344237,2.344237,2.358431,2.402290,2.402290,2.402290,2.402290,2.402290,2.402290,2.402290,2.402290,2.402290,2.415207
"FuelProductionByTimeSlice","UTOPIA","ELC","SD",0.840000,0.882000,0.924000,0.966000,1.008000,1.050000,1.092000,1.134000,1.176000,1.218000,1.260000,1.323000,1.386000,1.449000,1.512000,1.575000,1.638000,1.701000,1.764000,1.827000,1.890000
"FuelProductionByTimeSlice","UTOPIA","ELC","SN",0.280000,0.294000,0.308000,0.322000,0.336000,0.350000,0.364000,0.378000,0.392000,0.406000,0.420000,0.441000,0.462000,0.483000,0.504000,0.525000,0.546000,0.567000,0.588000,0.609000,0.630000
"FuelProductionByTimeSlice","UTOPIA","ELC","WD",2.800000,3.577399,3.535342,3.549536,3.507480,3.528936,3.640000,3.780000,3.920000,4.060000,4.200000,4.410000,4.620000,4.830000,5.040000,5.250000,5.460000,5.670000,5.880000,6.090000,6.300000
"FuelProductionByTimeSlice","UTOPIA","ELC","WN",0.560000,1.157159,1.157159,1.164251,1.164251,1.164251,1.171344,1.171415,1.171415,1.171415,1.178508,1.200425,1.200425,1.200425,1.200425,1.200425,1.200425,1.200425,1.200425,1.224247,1.266463
"FuelProductionByTimeSlice","UTOPIA","GSL","ID",0.009999,0.009999,0.009999,0.009999,0.009999,0.009999,0.009999,0.009999,0.009999,0.009999,0.009999,0.009999,0.009999,0.009999,0.009999,0.009999,0.009999,0.009999,0.009999,0.009999,0.009999
"FuelProductionByTimeSlice","UTOPIA","GSL","IN",0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001
"FuelProductionByTimeSlice","UTOPIA","GSL","SD",0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001
"FuelProductionByTimeSlice","UTOPIA","GSL","SN",0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499
"FuelProductionByTimeSlice","UTOPIA","GSL","WD",0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001,0.005001
"FuelProductionByTimeSlice","UTOPIA","GSL","WN",0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499,0.002499
"FuelProductionByTimeSlice","UTOPIA","HCO","ID",1.383547,11.348611,11.952361,12.467425,13.071175,13.138686,11.532268,12.004364,12.476903,12.949443,13.138686,13.138686,13.138686,13.138686,13.138686,13.138686,13.138686,13.138686,13.138686,13.138686,13.138686
"FuelProductionByTimeSlice","UTOPIA","HCO","IN",0.254088,5.214731,5.494731,5.730375,6.010375,6.290375,6.526018,6.571314,6.571314,6.571314,6.571314,6.571314,6.571314,6.571314,6.571314,6.571314,6.571314,6.571314,6.571314,6.571314,6.571314
"FuelProductionByTimeSlice","UTOPIA","HCO","SD",2.004088,2.090981,2.222231,2.309125,2.440375,2.035225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"FuelProductionByTimeSlice","UTOPIA","HCO","SN",0.564730,0.586315,0.630065,0.651650,0.695400,0.739150,0.760735,0.804264,0.848014,0.891764,0.913349,0.910484,0.976109,1.041734,1.107359,1.172984,1.238609,1.304234,1.369859,1.435484,1.480939
